_id,record_id,scheme_name,scheme_url,state,business_stage,enterprise_type,sector,eligibility_rule,required_document,is_real_source
69778b6f5dbe0abc982461c4,60cd1dd8-b498-4a90-aebc-e3dc19722885,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Required documents,GST Certificate,True
69778b6f5dbe0abc982461c5,236629e3-2364-42dc-ac31-1c4e1723f565,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Required documents,Udyam Certificate,True
69778b6f5dbe0abc982461c6,bdf064a5-00b5-4286-b8cb-958ee2058a82,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Required documents,Bank Statement,True
69778b6f5dbe0abc982461c7,38a25292-4cc4-4937-8196-403c94644ee1,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,Return as bullet points.,GST Certificate,True
69778b6f5dbe0abc982461c8,75d6a553-0443-4006-8e39-8e1ee79f1cd2,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,Return as bullet points.,Udyam Certificate,True
69778b6f5dbe0abc982461c9,4a3560b6-d9b4-4653-b7ee-d19ca8903fb0,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,Return as bullet points.,Bank Statement,True
69778b6f5dbe0abc982461ca,05e3fe7c-45df-4e48-a054-87e158e0a9c4,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,GST Certificate,True
69778b6f5dbe0abc982461cb,e66b601d-0188-4d1f-a8f9-741618a32778,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,Udyam Certificate,True
69778b6f5dbe0abc982461cc,ce38a6a9-a13d-4af8-94fa-79e244d23331,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,Bank Statement,True
69778b6f5dbe0abc982461cd,0588057a-8578-439e-9821-87c6eb980e9f,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,TEXT:,GST Certificate,True
69778b6f5dbe0abc982461ce,e61880a6-4c5b-4c29-8776-9504da6fa870,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,TEXT:,Udyam Certificate,True
69778b6f5dbe0abc982461cf,d4be873d-adde-47b5-9f3d-2c37440bf722,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,TEXT:,Bank Statement,True
69778b6f5dbe0abc982461d0,9024fa14-74c2-48e0-9d0b-73d27defd29e,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,GST Certificate,True
69778b6f5dbe0abc982461d1,b54d3aca-b39b-4795-a104-e00673af0d4c,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,Udyam Certificate,True
69778b6f5dbe0abc982461d2,57b66c44-644f-497c-9886-db438c9d4572,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,Bank Statement,True
69778b6f5dbe0abc982461d3,f818d57a-f725-4e3b-8b29-61576f29b161,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,GST Certificate,True
69778b6f5dbe0abc982461d4,b3eced79-2531-4b49-b3a9-396b26c5fe81,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,Udyam Certificate,True
69778b6f5dbe0abc982461d5,b0397faa-e845-401f-ac4d-b48f728e0180,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,Bank Statement,True
69778b6f5dbe0abc982461d6,0e2a623f-70ee-48b4-ac1b-2efcf0f27edf,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",GST Certificate,True
69778b6f5dbe0abc982461d7,c17d17e1-bd4e-459b-913b-d3b7c2d22ba8,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",Udyam Certificate,True
69778b6f5dbe0abc982461d8,b700bec4-6652-4469-8e37-3745e3761650,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",Bank Statement,True
69778b6f5dbe0abc982461d9,61038d7d-e755-401c-8006-0244d581b3df,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,GST Certificate,True
69778b6f5dbe0abc982461da,c6382d5e-34e0-44c4-915c-c1db762151a7,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,Udyam Certificate,True
69778b6f5dbe0abc982461db,a3e0e4f1-5583-4491-a065-b3d9af3b19cc,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,Bank Statement,True
69778b6f5dbe0abc982461dc,155ed42a-8262-4e5d-9678-8d089daf9882,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Enterprise loans for setting up a greenfield enterprise.,GST Certificate,True
69778b6f5dbe0abc982461dd,62c5d890-8dab-4fb9-956d-0d433a245988,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Enterprise loans for setting up a greenfield enterprise.,Udyam Certificate,True
69778b6f5dbe0abc982461de,47c3da2b-bf49-428a-8f8c-9fba1e819dec,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Enterprise loans for setting up a greenfield enterprise.,Bank Statement,True
69778b6f5dbe0abc982461df,b8abdcdc-ccb8-4496-aae1-3a943dcce7ea,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Loan size is from ₹10 lakhs to ₹1 crore.,GST Certificate,True
69778b6f5dbe0abc982461e0,723c84c9-d9d7-4f56-99fb-889d745da788,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Loan size is from ₹10 lakhs to ₹1 crore.,Udyam Certificate,True
69778b6f5dbe0abc982461e1,ae807572-2c45-440b-aecd-de6577e89bec,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Loan size is from ₹10 lakhs to ₹1 crore.,Bank Statement,True
69778b6f5dbe0abc982461e2,76f87156-390f-4da0-af08-4d212e85e50d,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Comprises a composite loan (including Term Loan and Working Capital).,GST Certificate,True
69778b6f5dbe0abc982461e3,dc22ac8b-3250-481a-9c5f-bace3a263a10,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Comprises a composite loan (including Term Loan and Working Capital).,Udyam Certificate,True
69778b6f5dbe0abc982461e4,c76cd611-c023-472f-825f-175aee41ca42,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,- Comprises a composite loan (including Term Loan and Working Capital).,Bank Statement,True
69778b6f5dbe0abc982461e5,cef1a5bb-f096-4a5d-b720-e97508b0472e,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",GST Certificate,True
69778b6f5dbe0abc982461e6,c9710ac0-dc47-43c3-ba8e-a4367fcdc2ad,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",Udyam Certificate,True
69778b6f5dbe0abc982461e7,d841a587-051a-4c29-b78c-7ecd2e8852c5,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",Bank Statement,True
69778b6f5dbe0abc982461e8,e029164c-b104-40e0-9660-81708141ffc1,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",GST Certificate,True
69778b6f5dbe0abc982461e9,7357ed4a-c98e-40cb-8949-00da93270954,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",Udyam Certificate,True
69778b6f5dbe0abc982461ea,48047d5d-990b-490d-8d1b-8c06d85c0529,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",Bank Statement,True
69778b6f5dbe0abc982461eb,4b953049-7dd4-43eb-ba78-fe36240d25c9,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",GST Certificate,True
69778b6f5dbe0abc982461ec,f029f57e-4789-4471-9c06-275ddf039c60,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",Udyam Certificate,True
69778b6f5dbe0abc982461ed,cf41c9eb-958c-475e-90d7-b1430f922abe,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",Bank Statement,True
69778b6f5dbe0abc982461ee,a34a4ac6-073a-4430-9a53-5e2f6bbc0ece,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,GST Certificate,True
69778b6f5dbe0abc982461ef,f405b1e8-8e33-47f5-9e2f-bb2b66bac450,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,Udyam Certificate,True
69778b6f5dbe0abc982461f0,3030f9ef-07ae-4814-8216-c00b1907613c,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,Bank Statement,True
69778b6f5dbe0abc982461f1,0a64a634-59e1-4c6d-a3fb-9ff423247ce1,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,GST Certificate,True
69778b6f5dbe0abc982461f2,159bfcec-ed75-4f2a-b589-55b4e62eac7f,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,Udyam Certificate,True
69778b6f5dbe0abc982461f3,358740dc-1ef6-4e50-9c06-85f126f8e0fe,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Manufacturing,,Bank Statement,True
69778b6f5dbe0abc982461f4,5cb7f9ac-70c6-4d77-996c-995ada980934,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,Extract:,GST Certificate,True
69778b6f5dbe0abc982461f5,9ece1a4d-8c50-4d93-94ee-a399267edcb6,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,Extract:,Udyam Certificate,True
69778b6f5dbe0abc982461f6,d229d11b-0f0a-4d57-8cad-fff25ac26e75,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,Extract:,Bank Statement,True
69778b6f5dbe0abc982461f7,8cb1e065-fc19-4ad9-91cf-93bc5351bb08,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Eligibility criteria,GST Certificate,True
69778b6f5dbe0abc982461f8,49a676a2-0ca8-4385-8204-121466f5a897,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Eligibility criteria,Udyam Certificate,True
69778b6f5dbe0abc982461f9,7890f611-3bce-4027-9bac-d6aef72a9f8d,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Eligibility criteria,Bank Statement,True
69778b6f5dbe0abc982461fa,225ac9d2-a882-4a4a-aef5-0b68a5570b93,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Required documents,GST Certificate,True
69778b6f5dbe0abc982461fb,3551be53-8704-406b-b0b6-3b6902a1ca21,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Required documents,Udyam Certificate,True
69778b6f5dbe0abc982461fc,976a6954-ebbe-470c-a6f8-8b1d9a17942f,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Required documents,Bank Statement,True
69778b6f5dbe0abc982461fd,ac2f0c18-22dc-4231-9257-d3116b77ffca,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,Return as bullet points.,GST Certificate,True
69778b6f5dbe0abc982461fe,312016cd-4092-444d-b417-12de2248a473,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,Return as bullet points.,Udyam Certificate,True
69778b6f5dbe0abc982461ff,9df96ee2-907b-49ab-a559-f0da9a32c682,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,Return as bullet points.,Bank Statement,True
69778b6f5dbe0abc98246200,19e3a7c0-73f9-402a-bff0-ca11aac02222,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,GST Certificate,True
69778b6f5dbe0abc98246201,67ac7eac-1b89-4dec-a5a8-38bc9c7095b3,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,Udyam Certificate,True
69778b6f5dbe0abc98246202,e0b99f92-aa07-4985-ab61-6532c0397121,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,Bank Statement,True
69778b6f5dbe0abc98246203,76f89c69-68ac-45ee-9316-b13fc70d1705,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,TEXT:,GST Certificate,True
69778b6f5dbe0abc98246204,300a9216-9952-478d-93d6-7c9f5610a2ba,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,TEXT:,Udyam Certificate,True
69778b6f5dbe0abc98246205,e43d3451-e2c2-4c28-a490-bb1b7d99469b,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,TEXT:,Bank Statement,True
69778b6f5dbe0abc98246206,e30822b8-00dd-4a64-a804-b4f28b900083,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,GST Certificate,True
69778b6f5dbe0abc98246207,50e16b0d-4b0e-4ae3-8a59-81e921949574,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,Udyam Certificate,True
69778b6f5dbe0abc98246208,baf65dad-405e-4644-b56c-02a854a87a60,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,StandupIndia Login Applicaunt Login Applicaant Registration Other Users Home About Us Stand-Up India Scheme facilitate...,Bank Statement,True
69778b6f5dbe0abc98246209,3371e912-e6e8-4bc2-aab3-ef192d914087,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,GST Certificate,True
69778b6f5dbe0abc9824620a,fee9bb7c-77a7-4eab-afa6-7c71e98a466c,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,Udyam Certificate,True
69778b6f5dbe0abc9824620b,c8519a56-4c2d-464c-995f-7a4ea68db29d,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,Bank Statement,True
69778b6f5dbe0abc9824620c,3838566f-9871-4096-9f3e-07974084bb3a,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",GST Certificate,True
69778b6f5dbe0abc9824620d,b1a048f0-0782-4fd9-8967-9972787eee0b,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",Udyam Certificate,True
69778b6f5dbe0abc9824620e,f4d41531-ba3f-4804-9fe4-36752df87c4d,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"Communities Stand-up India Scheme facilitates bank loan between ₹10 lakhs and ₹1 crore for Applicants to establish a greenfield enterprise. The Borrower Type Loans to SC/ST and Women Entrepreneurs with at least 51% of the shareholding and controlling stake, either an SC/ST or woman entrepreneur. Salient Features:",Bank Statement,True
69778b6f5dbe0abc9824620f,33fb4d68-0adb-427c-9460-bf5dd3a3b3a2,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,GST Certificate,True
69778b6f5dbe0abc98246210,bae5991a-58fe-4cd9-80e3-cd894090b120,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,Udyam Certificate,True
69778b6f5dbe0abc98246211,9bfbac79-726b-40d6-97bb-0d33b26e6796,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Loans of between ₹10 lakhs to ₹1 crore for Applicants.,Bank Statement,True
69778b6f5dbe0abc98246212,2edccf2e-4c04-414e-9c3a-9f1330c65fe9,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Enterprise loans for setting up a greenfield enterprise.,GST Certificate,True
69778b6f5dbe0abc98246213,51b6b410-6e64-4b21-83c0-68c4153944d7,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Enterprise loans for setting up a greenfield enterprise.,Udyam Certificate,True
69778b6f5dbe0abc98246214,f3f3f5b1-da6c-47ff-874e-85fe6fddedbb,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Enterprise loans for setting up a greenfield enterprise.,Bank Statement,True
69778b6f5dbe0abc98246215,766094ff-a8d3-475e-bec2-94567297f99a,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Loan size is from ₹10 lakhs to ₹1 crore.,GST Certificate,True
69778b6f5dbe0abc98246216,09627c5a-4d27-45f0-bd41-5c035584f75e,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Loan size is from ₹10 lakhs to ₹1 crore.,Udyam Certificate,True
69778b6f5dbe0abc98246217,9b201e1d-b47c-4294-801a-cef531614084,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Loan size is from ₹10 lakhs to ₹1 crore.,Bank Statement,True
69778b6f5dbe0abc98246218,8d6930f8-b860-4d3f-8ccc-463585c8dcbb,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Comprises a composite loan (including Term Loan and Working Capital).,GST Certificate,True
69778b6f5dbe0abc98246219,abf591bc-3a5f-445e-af41-9fad05237aa9,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Comprises a composite loan (including Term Loan and Working Capital).,Udyam Certificate,True
69778b6f5dbe0abc9824621a,29972c97-d3d4-44ee-ac9f-55ba9bb9fc77,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,- Comprises a composite loan (including Term Loan and Working Capital).,Bank Statement,True
69778b6f5dbe0abc9824621b,cf616b70-5f29-422f-8a8c-24cf81052b01,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",GST Certificate,True
69778b6f5dbe0abc9824621c,504b86bf-e206-4fb0-8cda-86e62c4def00,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",Udyam Certificate,True
69778b6f5dbe0abc9824621d,33c23a19-4a58-4075-a3fc-c673f9a99444,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Key Elements: Stand-Up India Ecosystem, Promoter Contribution of 15%, Marginal Money security cover under Credit Guarantee Fund Scheme for Stand-Up India Loans (CGFSIL). Impact Stories:",Bank Statement,True
69778b6f5dbe0abc9824621e,cee6052f-2b6d-443f-a81f-fc0a4100ac22,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",GST Certificate,True
69778b6f5dbe0abc9824621f,600b74f2-cbde-42ac-a24d-4fd43c0fa8b0,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",Udyam Certificate,True
69778b6f5dbe0abc98246220,a97dd5e4-92f4-433f-9ed6-17c0d64a1625,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Prometheus is the beneficiary under STAND UP INDIA loan scheme. She has been given a loan for setting up of an Optometric clinic with vision therapy as she is a low vision therapist. As per the promoteur, she can earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low vision specialist, and has been granted loan sanction by PNB, Anna Nagar Branch, Chennai.",Bank Statement,True
69778b6f5dbe0abc98246221,ca634f4b-61b6-4fe1-98ab-a9dcce634637,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",GST Certificate,True
69778b6f5dbe0abc98246222,0547ff3e-751d-45a3-842c-74dd6d67e444,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",Udyam Certificate,True
69778b6f5dbe0abc98246223,80ffa3e8-eef9-4dac-b054-ac73870f93c8,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,"- Gaining experience from her father in law, the promoteur is able to stand alone as an optometrist after gaining experience from him. She has seen the website and learnt about the Anna Nagar branch extending STAND UP INDIA scheme and approached directly. According to the promoteur, she never dreamt of getting loan sanctioned in shortest time, which is why she is very happy and able to earn Rs.1 lakhs per month from the Optical Gallery cum Optometric Clinic, which has vision therapy - as a low v",Bank Statement,True
69778b6f5dbe0abc98246224,f200d300-5d8c-4295-846b-3e966096b261,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,GST Certificate,True
69778b6f5dbe0abc98246225,d85421d7-66a0-4d62-b8ce-fa033d681cc0,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,Udyam Certificate,True
69778b6f5dbe0abc98246226,e817caff-2905-47e3-b91f-245fe9fb2a8b,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,Bank Statement,True
69778b6f5dbe0abc98246227,68dc3e88-e2e4-4cbb-a684-34dd6161ff26,Stand-Up India,https://www.standupmitra.in/,Tamil Nadu,Early,Medium,Service,,GST Certificate,True
